timecode,character
2.9668049793,ANAKIN
5.3529411765,ANAKIN
5.5514705882,ANAKIN
5.9338235294,ANAKIN
5.9852941176,ANAKIN
5.9926470588,ANAKIN
0.3224043716,C-3PO
0.3278688525,C-3PO
0.4153005464,C-3PO
0.5027322404,C-3PO
0.5573770492,C-3PO
1.5733333333,C-3PO
1.58,C-3PO
1.66,C-3PO
1.7533333333,C-3PO
1.76,C-3PO
1.7666666667,C-3PO
1.7733333333,C-3PO
1.82,C-3PO
1.8666666667,C-3PO
1.88,C-3PO
1.9333333333,C-3PO
1.9866666667,C-3PO
2.2863070539,C-3PO
2.2904564315,C-3PO
2.3609958506,C-3PO
2.3941908714,C-3PO
2.5186721992,C-3PO
2.6058091286,C-3PO
2.6680497925,C-3PO
2.6721991701,C-3PO
2.77593361,C-3PO
2.7925311203,C-3PO
2.7966804979,C-3PO
2.8215767635,C-3PO
2.8838174274,C-3PO
2.8962655602,C-3PO
2.9004149378,C-3PO
2.9294605809,C-3PO
2.9377593361,C-3PO
2.9460580913,C-3PO
2.9709543568,C-3PO
3.0020533881,C-3PO
3.0061601643,C-3PO
3.0143737166,C-3PO
3.0205338809,C-3PO
3.0246406571,C-3PO
3.0369609856,C-3PO
3.0390143737,C-3PO
3.0492813142,C-3PO
3.0533880903,C-3PO
3.0574948665,C-3PO
3.0595482546,C-3PO
3.0616016427,C-3PO
3.067761807,C-3PO
3.0698151951,C-3PO
3.0759753593,C-3PO
3.0780287474,C-3PO
3.0841889117,C-3PO
3.0862422998,C-3PO
3.0882956879,C-3PO
3.090349076,C-3PO
3.0924024641,C-3PO
3.0985626283,C-3PO
3.1108829569,C-3PO
3.1149897331,C-3PO
3.1170431211,C-3PO
3.1190965092,C-3PO
3.1314168378,C-3PO
3.1437371663,C-3PO
3.1498973306,C-3PO
3.1765913758,C-3PO
3.2156057495,C-3PO
3.2197125257,C-3PO
3.2381930185,C-3PO
3.2402464066,C-3PO
3.2443531828,C-3PO
3.2464065708,C-3PO
3.2484599589,C-3PO
3.250513347,C-3PO
3.2546201232,C-3PO
3.2587268994,C-3PO
3.2607802875,C-3PO
3.2628336756,C-3PO
3.2669404517,C-3PO
3.2792607803,C-3PO
3.2915811088,C-3PO
3.3018480493,C-3PO
3.3388090349,C-3PO
3.3552361396,C-3PO
3.3963039014,C-3PO
3.4271047228,C-3PO
3.4291581109,C-3PO
3.4332648871,C-3PO
3.4845995893,C-3PO
3.5605749487,C-3PO
3.5995893224,C-3PO
3.6283367556,C-3PO
3.7926078029,C-3PO
3.8829568789,C-3PO
3.9281314168,C-3PO
3.9958932238,C-3PO
3.9979466119,C-3PO
4.0285714286,C-3PO
4.0321428571,C-3PO
4.05,C-3PO
4.0571428571,C-3PO
4.0857142857,C-3PO
4.0892857143,C-3PO
4.3035714286,C-3PO
4.35,C-3PO
4.3785714286,C-3PO
4.3857142857,C-3PO
4.3892857143,C-3PO
4.4,C-3PO
4.4357142857,C-3PO
4.45,C-3PO
4.4642857143,C-3PO
4.4785714286,C-3PO
4.4857142857,C-3PO
4.525,C-3PO
4.5321428571,C-3PO
4.5642857143,C-3PO
4.5678571429,C-3PO
4.5714285714,C-3PO
4.575,C-3PO
4.6107142857,C-3PO
4.6178571429,C-3PO
4.6428571429,C-3PO
4.6642857143,C-3PO
4.6785714286,C-3PO
4.6928571429,C-3PO
4.6964285714,C-3PO
4.7,C-3PO
4.7035714286,C-3PO
4.7071428571,C-3PO
4.7178571429,C-3PO
4.7214285714,C-3PO
4.725,C-3PO
4.7392857143,C-3PO
4.7428571429,C-3PO
4.7535714286,C-3PO
4.7678571429,C-3PO
4.7714285714,C-3PO
4.7892857143,C-3PO
4.7964285714,C-3PO
4.8,C-3PO
4.8142857143,C-3PO
4.8178571429,C-3PO
4.8214285714,C-3PO
4.825,C-3PO
4.9142857143,C-3PO
4.9571428571,C-3PO
4.9642857143,C-3PO
4.9821428571,C-3PO
4.9892857143,C-3PO
5.0294117647,C-3PO
5.0367647059,C-3PO
5.0441176471,C-3PO
5.0514705882,C-3PO
5.0588235294,C-3PO
5.0661764706,C-3PO
5.0735294118,C-3PO
5.0955882353,C-3PO
5.1176470588,C-3PO
5.125,C-3PO
5.1397058824,C-3PO
5.1544117647,C-3PO
5.1691176471,C-3PO
5.1764705882,C-3PO
5.2647058824,C-3PO
5.2720588235,C-3PO
5.2867647059,C-3PO
5.3014705882,C-3PO
5.3676470588,C-3PO
5.375,C-3PO
5.3823529412,C-3PO
5.4411764706,C-3PO
5.4632352941,C-3PO
5.4926470588,C-3PO
5.5,C-3PO
5.5073529412,C-3PO
5.5220588235,C-3PO
5.5294117647,C-3PO
5.5588235294,C-3PO
5.5882352941,C-3PO
5.6176470588,C-3PO
5.6470588235,C-3PO
5.7058823529,C-3PO
5.7941176471,C-3PO
5.8308823529,C-3PO
5.9779411765,C-3PO
6.6156716418,C-3PO
6.6380597015,C-3PO
6.6417910448,C-3PO
6.6828358209,C-3PO
6.7611940299,C-3PO
6.8358208955,C-3PO
6.9552238806,C-3PO
6.9589552239,C-3PO
6.9626865672,C-3PO
6.9776119403,C-3PO
2.531120332,DARTH VADER
2.5394190871,DARTH VADER
2.6887966805,DARTH VADER
2.7136929461,DARTH VADER
2.7676348548,DARTH VADER
2.8008298755,DARTH VADER
2.8049792531,DARTH VADER
2.8257261411,DARTH VADER
2.8630705394,DARTH VADER
2.9502074689,DARTH VADER
2.9585062241,DARTH VADER
2.9834024896,DARTH VADER
3.0102669405,DARTH VADER
3.0164271047,DARTH VADER
3.0184804928,DARTH VADER
3.0328542094,DARTH VADER
3.0924024641,DARTH VADER
3.0965092402,DARTH VADER
3.1067761807,DARTH VADER
3.1293634497,DARTH VADER
3.1724845996,DARTH VADER
3.1745379877,DARTH VADER
3.1786447639,DARTH VADER
3.2073921971,DARTH VADER
3.2094455852,DARTH VADER
3.2340862423,DARTH VADER
3.2361396304,DARTH VADER
3.2895277207,DARTH VADER
3.295687885,DARTH VADER
3.2997946612,DARTH VADER
3.3039014374,DARTH VADER
3.4004106776,DARTH VADER
3.4168377823,DARTH VADER
3.4250513347,DARTH VADER
3.5092402464,DARTH VADER
3.5585215606,DARTH VADER
3.6098562628,DARTH VADER
3.6406570842,DARTH VADER
3.6427104723,DARTH VADER
3.6468172485,DARTH VADER
3.6673511294,DARTH VADER
3.6694045175,DARTH VADER
3.7248459959,DARTH VADER
3.7330595483,DARTH VADER
3.7392197125,DARTH VADER
3.7412731006,DARTH VADER
3.7433264887,DARTH VADER
3.7453798768,DARTH VADER
3.7515400411,DARTH VADER
3.7535934292,DARTH VADER
3.7556468172,DARTH VADER
3.7700205339,DARTH VADER
3.772073922,DARTH VADER
3.7823408624,DARTH VADER
3.7864476386,DARTH VADER
3.8295687885,DARTH VADER
3.8316221766,DARTH VADER
3.841889117,DARTH VADER
3.8562628337,DARTH VADER
3.8624229979,DARTH VADER
3.8665297741,DARTH VADER
3.8788501027,DARTH VADER
3.8891170431,DARTH VADER
3.9034907598,DARTH VADER
3.9055441478,DARTH VADER
3.9178644764,DARTH VADER
3.9199178645,DARTH VADER
3.9219712526,DARTH VADER
3.9363449692,DARTH VADER
3.9404517454,DARTH VADER
3.9425051335,DARTH VADER
3.9445585216,DARTH VADER
3.9466119097,DARTH VADER
3.9486652977,DARTH VADER
3.9568788501,DARTH VADER
3.9589322382,DARTH VADER
3.9609856263,DARTH VADER
3.9917864476,DARTH VADER
4.1,DARTH VADER
4.1035714286,DARTH VADER
4.125,DARTH VADER
4.2357142857,DARTH VADER
4.3821428571,DARTH VADER
4.3928571429,DARTH VADER
4.4178571429,DARTH VADER
4.5178571429,DARTH VADER
4.5392857143,DARTH VADER
4.5428571429,DARTH VADER
4.5464285714,DARTH VADER
4.5571428571,DARTH VADER
4.5892857143,DARTH VADER
4.5928571429,DARTH VADER
4.6,DARTH VADER
4.6035714286,DARTH VADER
4.625,DARTH VADER
4.6321428571,DARTH VADER
4.6357142857,DARTH VADER
4.6392857143,DARTH VADER
4.7107142857,DARTH VADER
4.7321428571,DARTH VADER
4.7464285714,DARTH VADER
4.75,DARTH VADER
4.7535714286,DARTH VADER
4.7571428571,DARTH VADER
4.7678571429,DARTH VADER
4.7857142857,DARTH VADER
4.8035714286,DARTH VADER
4.8071428571,DARTH VADER
4.8357142857,DARTH VADER
4.8392857143,DARTH VADER
4.85,DARTH VADER
4.8571428571,DARTH VADER
4.9071428571,DARTH VADER
4.9107142857,DARTH VADER
4.9214285714,DARTH VADER
4.925,DARTH VADER
4.9285714286,DARTH VADER
4.9428571429,DARTH VADER
4.9464285714,DARTH VADER
4.9714285714,DARTH VADER
5.0147058824,DARTH VADER
5.0220588235,DARTH VADER
5.3235294118,DARTH VADER
5.3308823529,DARTH VADER
5.3455882353,DARTH VADER
5.3529411765,DARTH VADER
5.3970588235,DARTH VADER
5.4117647059,DARTH VADER
5.4191176471,DARTH VADER
5.4779411765,DARTH VADER
5.4852941176,DARTH VADER
5.5294117647,DARTH VADER
5.5367647059,DARTH VADER
5.5514705882,DARTH VADER
5.6397058824,DARTH VADER
5.6985294118,DARTH VADER
5.7426470588,DARTH VADER
5.8161764706,DARTH VADER
5.8382352941,DARTH VADER
5.875,DARTH VADER
5.8970588235,DARTH VADER
5.9338235294,DARTH VADER
5.9852941176,DARTH VADER
6.5037313433,DARTH VADER
6.6455223881,DARTH VADER
6.6492537313,DARTH VADER
2.5892116183,CHEWBACCA
2.6307053942,CHEWBACCA
2.6348547718,CHEWBACCA
3.1170431211,CHEWBACCA
3.1211498973,CHEWBACCA
3.135523614,CHEWBACCA
3.1375770021,CHEWBACCA
3.1396303901,CHEWBACCA
3.1416837782,CHEWBACCA
3.1498973306,CHEWBACCA
3.1540041068,CHEWBACCA
3.1622176591,CHEWBACCA
3.1765913758,CHEWBACCA
3.18275154,CHEWBACCA
3.1868583162,CHEWBACCA
3.1909650924,CHEWBACCA
3.1950718686,CHEWBACCA
3.2114989733,CHEWBACCA
3.2156057495,CHEWBACCA
3.2238193018,CHEWBACCA
3.2381930185,CHEWBACCA
3.2422997947,CHEWBACCA
3.2443531828,CHEWBACCA
3.2484599589,CHEWBACCA
3.2689938398,CHEWBACCA
3.2751540041,CHEWBACCA
3.2792607803,CHEWBACCA
3.2833675565,CHEWBACCA
3.2936344969,CHEWBACCA
3.2977412731,CHEWBACCA
3.2997946612,CHEWBACCA
3.3039014374,CHEWBACCA
3.3059548255,CHEWBACCA
3.3121149897,CHEWBACCA
3.3244353183,CHEWBACCA
3.3305954825,CHEWBACCA
3.3572895277,CHEWBACCA
3.3819301848,CHEWBACCA
3.3942505133,CHEWBACCA
3.4024640657,CHEWBACCA
3.4209445585,CHEWBACCA
3.4271047228,CHEWBACCA
3.9507186858,CHEWBACCA
3.9979466119,CHEWBACCA
4.0178571429,CHEWBACCA
4.0321428571,CHEWBACCA
4.0571428571,CHEWBACCA
4.0857142857,CHEWBACCA
4.0892857143,CHEWBACCA
4.0928571429,CHEWBACCA
4.1107142857,CHEWBACCA
4.1178571429,CHEWBACCA
4.3035714286,CHEWBACCA
4.3892857143,CHEWBACCA
4.4,CHEWBACCA
4.4142857143,CHEWBACCA
4.4357142857,CHEWBACCA
4.45,CHEWBACCA
4.4607142857,CHEWBACCA
4.4642857143,CHEWBACCA
4.4785714286,CHEWBACCA
4.525,CHEWBACCA
4.5321428571,CHEWBACCA
4.5642857143,CHEWBACCA
4.5678571429,CHEWBACCA
4.5714285714,CHEWBACCA
4.575,CHEWBACCA
4.6107142857,CHEWBACCA
4.6178571429,CHEWBACCA
4.6428571429,CHEWBACCA
4.6607142857,CHEWBACCA
4.6642857143,CHEWBACCA
4.6678571429,CHEWBACCA
4.6785714286,CHEWBACCA
4.6857142857,CHEWBACCA
4.6964285714,CHEWBACCA
4.7071428571,CHEWBACCA
4.7214285714,CHEWBACCA
4.725,CHEWBACCA
4.7285714286,CHEWBACCA
4.7428571429,CHEWBACCA
4.7535714286,CHEWBACCA
4.7678571429,CHEWBACCA
4.7714285714,CHEWBACCA
4.7892857143,CHEWBACCA
4.7964285714,CHEWBACCA
4.8,CHEWBACCA
4.8142857143,CHEWBACCA
4.8178571429,CHEWBACCA
4.8214285714,CHEWBACCA
4.8285714286,CHEWBACCA
4.85,CHEWBACCA
4.8678571429,CHEWBACCA
4.875,CHEWBACCA
4.8857142857,CHEWBACCA
4.8928571429,CHEWBACCA
4.9035714286,CHEWBACCA
4.9142857143,CHEWBACCA
4.9357142857,CHEWBACCA
4.9571428571,CHEWBACCA
4.9642857143,CHEWBACCA
4.9785714286,CHEWBACCA
4.9892857143,CHEWBACCA
5.0294117647,CHEWBACCA
5.0735294118,CHEWBACCA
5.0808823529,CHEWBACCA
5.1029411765,CHEWBACCA
5.1397058824,CHEWBACCA
5.1470588235,CHEWBACCA
5.1764705882,CHEWBACCA
5.2205882353,CHEWBACCA
5.2352941176,CHEWBACCA
5.25,CHEWBACCA
5.2573529412,CHEWBACCA
5.2794117647,CHEWBACCA
5.3014705882,CHEWBACCA
5.3676470588,CHEWBACCA
5.375,CHEWBACCA
5.3823529412,CHEWBACCA
5.4117647059,CHEWBACCA
5.4264705882,CHEWBACCA
5.4411764706,CHEWBACCA
5.4485294118,CHEWBACCA
5.4632352941,CHEWBACCA
5.4926470588,CHEWBACCA
5.5,CHEWBACCA
5.5073529412,CHEWBACCA
5.5220588235,CHEWBACCA
5.5294117647,CHEWBACCA
5.5588235294,CHEWBACCA
5.5882352941,CHEWBACCA
5.6029411765,CHEWBACCA
5.6176470588,CHEWBACCA
5.6470588235,CHEWBACCA
5.7058823529,CHEWBACCA
5.8235294118,CHEWBACCA
5.8308823529,CHEWBACCA
5.8602941176,CHEWBACCA
5.8676470588,CHEWBACCA
5.9779411765,CHEWBACCA
5.9926470588,CHEWBACCA
6.3582089552,CHEWBACCA
6.3656716418,CHEWBACCA
6.3731343284,CHEWBACCA
6.3768656716,CHEWBACCA
6.3843283582,CHEWBACCA
6.3880597015,CHEWBACCA
6.4067164179,CHEWBACCA
6.4104477612,CHEWBACCA
6.4141791045,CHEWBACCA
6.4179104478,CHEWBACCA
6.447761194,CHEWBACCA
6.4514925373,CHEWBACCA
6.4552238806,CHEWBACCA
6.4589552239,CHEWBACCA
6.4664179104,CHEWBACCA
6.4888059701,CHEWBACCA
6.4925373134,CHEWBACCA
6.4962686567,CHEWBACCA
6.5597014925,CHEWBACCA
6.5671641791,CHEWBACCA
6.5858208955,CHEWBACCA
6.5895522388,CHEWBACCA
6.6044776119,CHEWBACCA
6.6119402985,CHEWBACCA
6.6156716418,CHEWBACCA
6.6343283582,CHEWBACCA
6.6902985075,CHEWBACCA
6.7052238806,CHEWBACCA
6.7126865672,CHEWBACCA
6.7201492537,CHEWBACCA
6.7313432836,CHEWBACCA
6.7388059701,CHEWBACCA
6.7425373134,CHEWBACCA
6.7574626866,CHEWBACCA
6.8171641791,CHEWBACCA
6.8246268657,CHEWBACCA
6.8320895522,CHEWBACCA
6.8395522388,CHEWBACCA
6.8470149254,CHEWBACCA
6.8507462687,CHEWBACCA
6.8544776119,CHEWBACCA
6.8656716418,CHEWBACCA
6.8731343284,CHEWBACCA
6.8768656716,CHEWBACCA
6.8880597015,CHEWBACCA
6.8992537313,CHEWBACCA
6.9328358209,CHEWBACCA
6.9365671642,CHEWBACCA
6.9402985075,CHEWBACCA
6.9440298507,CHEWBACCA
6.9552238806,CHEWBACCA
6.9589552239,CHEWBACCA
6.9701492537,CHEWBACCA
6.973880597,CHEWBACCA
6.9888059701,CHEWBACCA
2.9460580913,LUKE
3.0082135524,LUKE
3.0266940452,LUKE
3.0287474333,LUKE
3.0308008214,LUKE
3.0410677618,LUKE
3.0595482546,LUKE
3.0616016427,LUKE
3.0636550308,LUKE
3.0657084189,LUKE
3.067761807,LUKE
3.0698151951,LUKE
3.0718685832,LUKE
3.0739219713,LUKE
3.0780287474,LUKE
3.0841889117,LUKE
3.0862422998,LUKE
3.0882956879,LUKE
3.090349076,LUKE
3.0924024641,LUKE
3.0985626283,LUKE
3.1006160164,LUKE
3.1026694045,LUKE
3.1088295688,LUKE
3.1108829569,LUKE
3.112936345,LUKE
3.1149897331,LUKE
3.1170431211,LUKE
3.1211498973,LUKE
3.1232032854,LUKE
3.1314168378,LUKE
3.1334702259,LUKE
3.1375770021,LUKE
3.1396303901,LUKE
3.1437371663,LUKE
3.1622176591,LUKE
3.1663244353,LUKE
3.1765913758,LUKE
3.18275154,LUKE
3.1868583162,LUKE
3.1909650924,LUKE
3.1950718686,LUKE
3.2114989733,LUKE
3.2156057495,LUKE
3.2176591376,LUKE
3.2217659138,LUKE
3.2238193018,LUKE
3.2299794661,LUKE
3.2320328542,LUKE
3.2381930185,LUKE
3.2422997947,LUKE
3.2443531828,LUKE
3.2464065708,LUKE
3.2484599589,LUKE
3.2566735113,LUKE
3.2587268994,LUKE
3.2607802875,LUKE
3.2628336756,LUKE
3.2648870637,LUKE
3.2669404517,LUKE
3.2689938398,LUKE
3.2751540041,LUKE
3.2792607803,LUKE
3.2854209446,LUKE
3.2874743326,LUKE
3.2977412731,LUKE
3.2997946612,LUKE
3.3039014374,LUKE
3.3100616016,LUKE
3.3141683778,LUKE
3.318275154,LUKE
3.3203285421,LUKE
3.3223819302,LUKE
3.3285420945,LUKE
3.340862423,LUKE
3.3449691992,LUKE
3.3593429158,LUKE
3.3696098563,LUKE
3.3737166324,LUKE
3.3778234086,LUKE
3.386036961,LUKE
3.3901437372,LUKE
3.3942505133,LUKE
3.4024640657,LUKE
3.4106776181,LUKE
3.4209445585,LUKE
3.4271047228,LUKE
3.4291581109,LUKE
3.4496919918,LUKE
3.4620123203,LUKE
3.4948665298,LUKE
3.4969199179,LUKE
3.498973306,LUKE
3.501026694,LUKE
3.5051334702,LUKE
3.5133470226,LUKE
3.5154004107,LUKE
3.5174537988,LUKE
3.5195071869,LUKE
3.5215605749,LUKE
3.523613963,LUKE
3.5338809035,LUKE
3.5503080082,LUKE
3.5523613963,LUKE
3.5544147844,LUKE
3.5564681725,LUKE
3.5605749487,LUKE
3.5646817248,LUKE
3.5667351129,LUKE
3.568788501,LUKE
3.5708418891,LUKE
3.5728952772,LUKE
3.5749486653,LUKE
3.5770020534,LUKE
3.5790554415,LUKE
3.5811088296,LUKE
3.5831622177,LUKE
3.5872689938,LUKE
3.59137577,LUKE
3.5954825462,LUKE
3.5975359343,LUKE
3.6344969199,LUKE
3.6755646817,LUKE
3.6837782341,LUKE
3.6940451745,LUKE
3.6960985626,LUKE
3.6981519507,LUKE
3.7207392197,LUKE
3.7227926078,LUKE
3.7741273101,LUKE
3.7761806982,LUKE
3.7802874743,LUKE
3.7885010267,LUKE
3.7926078029,LUKE
3.7987679671,LUKE
3.8008213552,LUKE
3.8049281314,LUKE
3.8069815195,LUKE
3.8110882957,LUKE
3.8151950719,LUKE
3.81724846,LUKE
3.819301848,LUKE
3.8275154004,LUKE
3.8336755647,LUKE
3.8357289528,LUKE
3.8439425051,LUKE
3.8459958932,LUKE
3.8480492813,LUKE
3.8501026694,LUKE
3.8603696099,LUKE
3.8624229979,LUKE
3.8747433265,LUKE
3.8788501027,LUKE
3.8809034908,LUKE
3.8850102669,LUKE
3.887063655,LUKE
3.8911704312,LUKE
3.8932238193,LUKE
3.8952772074,LUKE
3.8993839836,LUKE
3.9014373717,LUKE
3.9055441478,LUKE
3.9075975359,LUKE
3.909650924,LUKE
3.9117043121,LUKE
3.9137577002,LUKE
3.9178644764,LUKE
3.9199178645,LUKE
3.9240246407,LUKE
3.9260780287,LUKE
3.932238193,LUKE
3.9342915811,LUKE
3.9383983573,LUKE
3.9404517454,LUKE
3.9425051335,LUKE
3.9445585216,LUKE
3.9650924025,LUKE
3.9691991786,LUKE
3.9712525667,LUKE
3.9733059548,LUKE
3.9897330595,LUKE
3.9958932238,LUKE
3.9979466119,LUKE
4.0107142857,LUKE
4.0321428571,LUKE
4.0392857143,LUKE
4.0428571429,LUKE
4.05,LUKE
4.0535714286,LUKE
4.0571428571,LUKE
4.0607142857,LUKE
4.0821428571,LUKE
4.0857142857,LUKE
4.0892857143,LUKE
4.1142857143,LUKE
4.1178571429,LUKE
4.1642857143,LUKE
4.1821428571,LUKE
4.1892857143,LUKE
4.1964285714,LUKE
4.2107142857,LUKE
4.2142857143,LUKE
4.2214285714,LUKE
4.2392857143,LUKE
4.2428571429,LUKE
4.2464285714,LUKE
4.2964285714,LUKE
4.3035714286,LUKE
4.3142857143,LUKE
4.3178571429,LUKE
4.325,LUKE
4.3357142857,LUKE
4.3392857143,LUKE
4.3428571429,LUKE
4.3464285714,LUKE
4.3642857143,LUKE
4.3678571429,LUKE
4.4214285714,LUKE
4.425,LUKE
4.4285714286,LUKE
4.5035714286,LUKE
4.5107142857,LUKE
4.5142857143,LUKE
4.5285714286,LUKE
4.5464285714,LUKE
4.5535714286,LUKE
4.5892857143,LUKE
4.5928571429,LUKE
4.6285714286,LUKE
4.65,LUKE
4.7107142857,LUKE
4.7142857143,LUKE
4.7357142857,LUKE
4.7392857143,LUKE
4.7535714286,LUKE
4.7607142857,LUKE
4.7642857143,LUKE
4.7714285714,LUKE
4.775,LUKE
4.7821428571,LUKE
4.7857142857,LUKE
4.8035714286,LUKE
4.8071428571,LUKE
4.8107142857,LUKE
4.8357142857,LUKE
4.8392857143,LUKE
4.8428571429,LUKE
4.8464285714,LUKE
4.85,LUKE
4.8607142857,LUKE
4.8678571429,LUKE
4.8714285714,LUKE
4.875,LUKE
4.8928571429,LUKE
4.9,LUKE
4.9214285714,LUKE
4.925,LUKE
4.9321428571,LUKE
4.9428571429,LUKE
4.9464285714,LUKE
4.95,LUKE
4.9785714286,LUKE
4.9821428571,LUKE
4.9892857143,LUKE
4.9928571429,LUKE
5,LUKE
5.0367647059,LUKE
5.0441176471,LUKE
5.0514705882,LUKE
5.0588235294,LUKE
5.1029411765,LUKE
5.1102941176,LUKE
5.1176470588,LUKE
5.125,LUKE
5.1323529412,LUKE
5.1397058824,LUKE
5.1470588235,LUKE
5.1544117647,LUKE
5.1617647059,LUKE
5.1764705882,LUKE
5.1911764706,LUKE
5.1985294118,LUKE
5.2205882353,LUKE
5.2352941176,LUKE
5.25,LUKE
5.2573529412,LUKE
5.2720588235,LUKE
5.2794117647,LUKE
5.3014705882,LUKE
5.3088235294,LUKE
5.3455882353,LUKE
5.3529411765,LUKE
5.3676470588,LUKE
5.375,LUKE
5.3823529412,LUKE
5.4117647059,LUKE
5.4191176471,LUKE
5.4264705882,LUKE
5.4411764706,LUKE
5.4485294118,LUKE
5.4558823529,LUKE
5.4632352941,LUKE
5.4926470588,LUKE
5.5,LUKE
5.5073529412,LUKE
5.5220588235,LUKE
5.5294117647,LUKE
5.5367647059,LUKE
5.5514705882,LUKE
5.6397058824,LUKE
5.6985294118,LUKE
5.7426470588,LUKE
5.8161764706,LUKE
5.8382352941,LUKE
5.875,LUKE
5.8970588235,LUKE
5.9338235294,LUKE
5.9632352941,LUKE
5.9779411765,LUKE
5.9852941176,LUKE
5.9926470588,LUKE
6,LUKE
6.1902985075,LUKE
6.2201492537,LUKE
6.3656716418,LUKE
6.4664179104,LUKE
6.5149253731,LUKE
6.5186567164,LUKE
6.6380597015,LUKE
6.6417910448,LUKE
6.6455223881,LUKE
6.6529850746,LUKE
6.8992537313,LUKE
6.921641791,LUKE
6.9589552239,LUKE
6.9626865672,LUKE
6.9962686567,LUKE
2.9460580913,LEIA
3,LEIA
3.0184804928,LEIA
3.0328542094,LEIA
3.0616016427,LEIA
3.0924024641,LEIA
3.1067761807,LEIA
3.1293634497,LEIA
3.1724845996,LEIA
3.2156057495,LEIA
3.2320328542,LEIA
3.2381930185,LEIA
3.2422997947,LEIA
3.2443531828,LEIA
3.2484599589,LEIA
3.2525667351,LEIA
3.2689938398,LEIA
3.2751540041,LEIA
3.2792607803,LEIA
3.2854209446,LEIA
3.2874743326,LEIA
3.2977412731,LEIA
3.2997946612,LEIA
3.3039014374,LEIA
3.3100616016,LEIA
3.3141683778,LEIA
3.318275154,LEIA
3.3244353183,LEIA
3.3305954825,LEIA
3.3490759754,LEIA
3.3572895277,LEIA
3.3655030801,LEIA
3.3819301848,LEIA
3.3942505133,LEIA
3.4024640657,LEIA
3.4127310062,LEIA
3.4209445585,LEIA
3.4291581109,LEIA
3.4845995893,LEIA
3.5318275154,LEIA
3.5605749487,LEIA
3.5770020534,LEIA
3.5995893224,LEIA
3.6057494867,LEIA
3.6283367556,LEIA
3.7659137577,LEIA
3.7926078029,LEIA
3.8336755647,LEIA
3.8726899384,LEIA
3.8829568789,LEIA
3.909650924,LEIA
3.9281314168,LEIA
3.9671457906,LEIA
3.9958932238,LEIA
3.9979466119,LEIA
4.0214285714,LEIA
4.025,LEIA
4.0321428571,LEIA
4.0571428571,LEIA
4.0857142857,LEIA
4.0892857143,LEIA
4.0964285714,LEIA
4.1285714286,LEIA
4.1392857143,LEIA
4.3,LEIA
4.35,LEIA
4.3785714286,LEIA
4.3857142857,LEIA
4.3892857143,LEIA
4.4,LEIA
4.4035714286,LEIA
4.4142857143,LEIA
4.4357142857,LEIA
4.45,LEIA
4.4607142857,LEIA
4.4642857143,LEIA
4.4785714286,LEIA
4.4857142857,LEIA
4.4928571429,LEIA
4.525,LEIA
4.5321428571,LEIA
4.5607142857,LEIA
4.5642857143,LEIA
4.5678571429,LEIA
4.5714285714,LEIA
4.575,LEIA
4.6107142857,LEIA
4.6178571429,LEIA
4.6428571429,LEIA
4.65,LEIA
4.6607142857,LEIA
4.6642857143,LEIA
4.6678571429,LEIA
4.6785714286,LEIA
4.6928571429,LEIA
4.6964285714,LEIA
4.7071428571,LEIA
4.7107142857,LEIA
4.7178571429,LEIA
4.725,LEIA
4.7285714286,LEIA
4.75,LEIA
4.7535714286,LEIA
4.7678571429,LEIA
4.7714285714,LEIA
4.775,LEIA
4.7892857143,LEIA
4.7964285714,LEIA
4.8,LEIA
4.8142857143,LEIA
4.8178571429,LEIA
4.8214285714,LEIA
4.8285714286,LEIA
4.8464285714,LEIA
4.85,LEIA
4.8678571429,LEIA
4.875,LEIA
4.8857142857,LEIA
4.8928571429,LEIA
4.9,LEIA
4.9035714286,LEIA
4.9178571429,LEIA
4.9357142857,LEIA
4.9607142857,LEIA
4.9821428571,LEIA
4.9892857143,LEIA
4.9928571429,LEIA
5.0955882353,LEIA
5.1176470588,LEIA
5.125,LEIA
5.1397058824,LEIA
5.1544117647,LEIA
5.1691176471,LEIA
5.1838235294,LEIA
5.2426470588,LEIA
5.2647058824,LEIA
5.2720588235,LEIA
5.2794117647,LEIA
5.3014705882,LEIA
5.3088235294,LEIA
5.3529411765,LEIA
5.3676470588,LEIA
5.375,LEIA
5.3823529412,LEIA
5.4117647059,LEIA
5.4411764706,LEIA
5.4485294118,LEIA
5.4558823529,LEIA
5.4632352941,LEIA
5.4705882353,LEIA
5.4926470588,LEIA
5.5220588235,LEIA
5.5294117647,LEIA
5.5367647059,LEIA
5.5588235294,LEIA
5.5882352941,LEIA
5.6029411765,LEIA
5.6176470588,LEIA
5.6323529412,LEIA
5.6470588235,LEIA
5.7058823529,LEIA
5.7941176471,LEIA
5.8308823529,LEIA
5.9779411765,LEIA
6,LEIA
6.5074626866,LEIA
6.6156716418,LEIA
6.6305970149,LEIA
6.6380597015,LEIA
6.6455223881,LEIA
6.6828358209,LEIA
6.6902985075,LEIA
6.7611940299,LEIA
6.8208955224,LEIA
6.8358208955,LEIA
6.8731343284,LEIA
6.8843283582,LEIA
6.9552238806,LEIA
6.9626865672,LEIA
6.9701492537,LEIA
6.9776119403,LEIA
3.1211498973,HAN
3.1252566735,HAN
3.135523614,HAN
3.1396303901,HAN
3.1478439425,HAN
3.1498973306,HAN
3.1540041068,HAN
